"filename", "language", "Java Properties", "XML", "Java", "Batch", "Markdown", "comment", "blank", "total"
"c:\Users\Administrator\Desktop\JWTSecurity\.idea\compiler.xml", "XML", 0, 19, 0, 0, 0, 0, 0, 19
"c:\Users\Administrator\Desktop\JWTSecurity\.idea\encodings.xml", "XML", 0, 6, 0, 0, 0, 0, 0, 6
"c:\Users\Administrator\Desktop\JWTSecurity\.idea\jarRepositories.xml", "XML", 0, 20, 0, 0, 0, 0, 0, 20
"c:\Users\Administrator\Desktop\JWTSecurity\.idea\misc.xml", "XML", 0, 12, 0, 0, 0, 0, 0, 12
"c:\Users\Administrator\Desktop\JWTSecurity\.idea\vcs.xml", "XML", 0, 6, 0, 0, 0, 0, 0, 6
"c:\Users\Administrator\Desktop\JWTSecurity\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 3, 0, 0, 0, 0, 16, 1, 20
"c:\Users\Administrator\Desktop\JWTSecurity\HELP.md", "Markdown", 0, 0, 0, 0, 22, 0, 8, 30
"c:\Users\Administrator\Desktop\JWTSecurity\mvnw.cmd", "Batch", 0, 0, 0, 108, 0, 26, 16, 150
"c:\Users\Administrator\Desktop\JWTSecurity\pom.xml", "XML", 0, 116, 0, 0, 0, 8, 14, 138
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\ApiResponse\ApiResponse.java", "Java", 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Config\CorsConfig.java", "Java", 0, 0, 21, 0, 0, 0, 4, 25
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Config\JwtFilter.java", "Java", 0, 0, 54, 0, 0, 0, 15, 69
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Config\SecurityConfig.java", "Java", 0, 0, 57, 0, 0, 1, 6, 64
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\ApplicationController.java", "Java", 0, 0, 79, 0, 0, 0, 22, 101
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\BureauController.java", "Java", 0, 0, 28, 0, 0, 0, 7, 35
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\CustomerController.java", "Java", 0, 0, 32, 0, 0, 0, 8, 40
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\HomeController.java", "Java", 0, 0, 26, 0, 0, 0, 13, 39
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\UserController\AdminController.java", "Java", 0, 0, 92, 0, 0, 0, 19, 111
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\UserController\BankStaffController.java", "Java", 0, 0, 29, 0, 0, 0, 7, 36
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\UserController\BranchManagerController.java", "Java", 0, 0, 30, 0, 0, 0, 7, 37
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\UserController\CreditAnalystController.java", "Java", 0, 0, 41, 0, 0, 0, 9, 50
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\UserController\CreditManagerController.java", "Java", 0, 0, 38, 0, 0, 0, 7, 45
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Controller\UserController\UserController.java", "Java", 0, 0, 28, 0, 0, 1, 7, 36
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\AESWrapper.java", "Java", 0, 0, 24, 0, 0, 0, 9, 33
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\ApplicationDTO.java", "Java", 0, 0, 26, 0, 0, 0, 4, 30
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\ApplicationIncomeDetailsDTO.java", "Java", 0, 0, 20, 0, 0, 0, 8, 28
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\ApplicationLoanRequirementDTO.java", "Java", 0, 0, 41, 0, 0, 0, 14, 55
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\BureauResponseDTO.java", "Java", 0, 0, 64, 0, 0, 0, 21, 85
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\DisbursementDTO.java", "Java", 0, 0, 38, 0, 0, 0, 11, 49
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\EditLoanOfferDTO.java", "Java", 0, 0, 15, 0, 0, 0, 6, 21
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\TestDTO.java", "Java", 0, 0, 11, 0, 0, 0, 4, 15
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\UserLoginDTO.java", "Java", 0, 0, 14, 0, 0, 0, 6, 20
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\DTO\UserResponseDTO.java", "Java", 0, 0, 101, 0, 0, 1, 28, 130
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\Action.java", "Java", 0, 0, 14, 0, 0, 0, 2, 16
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\ApplicationStatus.java", "Java", 0, 0, 13, 0, 0, 0, 2, 15
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\CustomerDecision.java", "Java", 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\CustomerStatus.java", "Java", 0, 0, 9, 0, 0, 0, 2, 11
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\Department.java", "Java", 0, 0, 7, 0, 0, 0, 2, 9
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\DocType.java", "Java", 0, 0, 8, 0, 0, 0, 2, 10
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\EmploymentType.java", "Java", 0, 0, 7, 0, 0, 0, 2, 9
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\Gender.java", "Java", 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\LeadsStatus.java", "Java", 0, 0, 12, 0, 0, 0, 3, 15
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\LoanProduct.java", "Java", 0, 0, 4, 0, 0, 0, 2, 6
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\Mode.java", "Java", 0, 0, 7, 0, 0, 0, 2, 9
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\Resource.java", "Java", 0, 0, 9, 0, 0, 0, 2, 11
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\RiskLevel.java", "Java", 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\Roles.java", "Java", 0, 0, 11, 0, 0, 7, 2, 20
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\ScoreProvider.java", "Java", 0, 0, 7, 0, 0, 0, 2, 9
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\SystemDecision.java", "Java", 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Enum\verifiedStatus.java", "Java", 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Exception\GlobalExceptionHandler.java", "Java", 0, 0, 39, 0, 0, 0, 8, 47
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\JwtSecurityApplication.java", "Java", 0, 0, 9, 0, 0, 0, 5, 14
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Application.java", "Java", 0, 0, 117, 0, 0, 7, 33, 157
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\ApplicationStatusLogs.java", "Java", 0, 0, 33, 0, 0, 0, 12, 45
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Branch.java", "Java", 0, 0, 18, 0, 0, 0, 3, 21
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Bureau.java", "Java", 0, 0, 39, 0, 0, 5, 16, 60
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\BureauSystemScoreMaster.java", "Java", 0, 0, 26, 0, 0, 0, 12, 38
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\CreditReport.java", "Java", 0, 0, 45, 0, 0, 4, 17, 66
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\CustomerPrincipal.java", "Java", 0, 0, 42, 0, 0, 0, 12, 54
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Customers.java", "Java", 0, 0, 88, 0, 0, 5, 40, 133
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Disbursement.java", "Java", 0, 0, 35, 0, 0, 0, 13, 48
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\DtiMaster.java", "Java", 0, 0, 43, 0, 0, 1, 15, 59
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\EmploymentTypeSystemScoreMaster.java", "Java", 0, 0, 21, 0, 0, 1, 8, 30
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\FieldVerification.java", "Java", 0, 0, 30, 0, 0, 0, 12, 42
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\FoirMaster.java", "Java", 0, 0, 43, 0, 0, 1, 14, 58
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Generator\ApplicationIdGenerator.java", "Java", 0, 0, 24, 0, 0, 1, 8, 33
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Generator\BureauIdGenerator.java", "Java", 0, 0, 24, 0, 0, 0, 5, 29
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Generator\CustomerIdGenerator.java", "Java", 0, 0, 21, 0, 0, 1, 6, 28
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Generator\StaffIdGenerator.java", "Java", 0, 0, 22, 0, 0, 1, 6, 29
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Generator\SystemScoreIdGenerator.java", "Java", 0, 0, 23, 0, 0, 0, 5, 28
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\LoanOffers.java", "Java", 0, 0, 74, 0, 0, 0, 25, 99
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\LoanProductMaster.java", "Java", 0, 0, 65, 0, 0, 1, 22, 88
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Notification.java", "Java", 0, 0, 56, 0, 0, 0, 15, 71
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Roles.java", "Java", 0, 0, 0, 0, 0, 26, 1, 27
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\RolesPermission.java", "Java", 0, 0, 0, 0, 0, 30, 1, 31
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\StaffRoles.java", "Java", 0, 0, 0, 0, 0, 32, 1, 33
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\UserPrincipal.java", "Java", 0, 0, 40, 0, 0, 0, 13, 53
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Model\Users.java", "Java", 0, 0, 66, 0, 0, 0, 14, 80
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\ApplicatioStatusLogsRepo.java", "Java", 0, 0, 6, 0, 0, 0, 4, 10
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\ApplicationRepo.java", "Java", 0, 0, 12, 0, 0, 0, 4, 16
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\BranchRepo.java", "Java", 0, 0, 7, 0, 0, 0, 3, 10
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\BureauRepository.java", "Java", 0, 0, 9, 0, 0, 0, 4, 13
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\BureauSystemScoreMasterRepository.java", "Java", 0, 0, 15, 0, 0, 0, 4, 19
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\CreditReportsRepository.java", "Java", 0, 0, 9, 0, 0, 0, 4, 13
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\Customer_profileRepository.java", "Java", 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\DisbursementRepo.java", "Java", 0, 0, 6, 0, 0, 0, 4, 10
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\DtiMasterRepository.java", "Java", 0, 0, 15, 0, 0, 0, 4, 19
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\EmploymentTypeSysScoreRepository.java", "Java", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\FieldVerificationRepo.java", "Java", 0, 0, 8, 0, 0, 0, 4, 12
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\FoirMasterRepository.java", "Java", 0, 0, 14, 0, 0, 0, 4, 18
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\LoanOffersRepository.java", "Java", 0, 0, 6, 0, 0, 0, 6, 12
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\LoanProductsRepository.java", "Java", 0, 0, 7, 0, 0, 0, 4, 11
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\RolesPermissionRepo.java", "Java", 0, 0, 0, 0, 0, 11, 1, 12
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\RolesRepo.java", "Java", 0, 0, 0, 0, 0, 11, 1, 12
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\StaffRolesRepo.java", "Java", 0, 0, 0, 0, 0, 11, 1, 12
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Repo\UserRepo.java", "Java", 0, 0, 8, 0, 0, 0, 5, 13
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\ApplicationService.java", "Java", 0, 0, 142, 0, 0, 13, 26, 181
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\BureauServices.java", "Java", 0, 0, 193, 0, 0, 12, 41, 246
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\CustomerService.java", "Java", 0, 0, 26, 0, 0, 2, 7, 35
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\DisbursementService.java", "Java", 0, 0, 34, 0, 0, 1, 7, 42
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\EmailService.java", "Java", 0, 0, 62, 0, 0, 0, 13, 75
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\JWTService.java", "Java", 0, 0, 77, 0, 0, 1, 18, 96
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\LoanProductService.java", "Java", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\MasterManagementService.java", "Java", 0, 0, 116, 0, 0, 3, 19, 138
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\MaterService.java", "Java", 0, 0, 35, 0, 0, 0, 16, 51
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\MyUserService.java", "Java", 0, 0, 25, 0, 0, 0, 6, 31
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\OfferGenartionService.java", "Java", 0, 0, 180, 0, 0, 0, 45, 225
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\java\com\quantafic\JWTSecurity\Service\UserService.java", "Java", 0, 0, 99, 0, 0, 0, 16, 115
"c:\Users\Administrator\Desktop\JWTSecurity\src\main\resources\application.properties", "Java Properties", 8, 0, 0, 0, 0, 3, 4, 15
"c:\Users\Administrator\Desktop\JWTSecurity\src\test\java\com\quantafic\JWTSecurity\JwtSecurityApplicationTests.java", "Java", 0, 0, 9, 0, 0, 0, 5, 14
"c:\Users\Administrator\Desktop\JWTSecurity\target\classes\application.properties", "Java Properties", 8, 0, 0, 0, 0, 3, 4, 15
"c:\Users\Administrator\Desktop\JWTSecurity\target\classes\com\quantafic\JWTSecurity\ApiResponse\ApiResponse$ApiResponseBuilder.class", "Java", 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\Administrator\Desktop\JWTSecurity\target\classes\com\quantafic\JWTSecurity\ApiResponse\ApiResponse.class", "Java", 0, 0, 29, 0, 0, 0, 0, 29
"c:\Users\Administrator\Desktop\JWTSecurity\target\classes\com\quantafic\JWTSecurity\Config\CorsConfig$1.class", "Java", 0, 0, 2, 0, 0, 11, 0, 13
"c:\Users\Administrator\Desktop\JWTSecurity\target\classes\com\quantafic\JWTSecurity\Config\CorsConfig.class", "Java", 0, 0, 8, 0, 0, 0, 0, 8
"c:\Users\Administrator\Desktop\JWTSecurity\target\classes\com\quantafic\JWTSecurity\Config\JwtFilter.class", "Java", 0, 0, 37, 0, 0, 0, 0, 37
